Name of the product,Product Brand,categories,primaryCategories,reviews.date,reviews.text,reviews.title,sentiment,review_length,sentiment_score
16,0,8,0,2017-03-18T00:00:00.000Z,thi tablet is quit durabl the pink is vibrant and it veri easi for littl finger to hold my granddaught love it,"['durabl', 'tablet']",Positive,22,0.8225
6,0,5,0,2015-02-19T00:00:00.000Z,a abov a high class e reader love it use it at least 23 hr daili,"['great', 'product', 'sleek', 'good', 'batteri', 'life']",Positive,16,0.6369
11,0,7,0,2016-10-30T23:02:29.000Z,look at the pictur and see it wa 8th gener i assum it would be a great devic i had an origin kindl but i stop use it becaus it wasnt backlit i thought an 8th gener would be backlit and the pictur make it look backlit but it is not after 25 minut on the phone with amazon tri to make it brighter the technician final realiz that 8th gener is not support with backlight i took it back to target and purchas the paperwhit which wa more money but definit worth it the 8th gener one is smaller so i assum that wa the reason for the price differ target made the experi pleasant,"['dont', 'bother']",Negative,116,0.8447
9,0,6,1,2017-11-16T00:00:00.000Z,great devic for music and face time call the sound is crisp and clear mani option with the echo show,"['great', 'devic', 'for', 'the', 'home']",Positive,20,0.7717
16,0,8,0,2017-03-03T00:00:00.000Z,the kindl fire is great especi the kid version the free time app keep the kid out of my file and prevent them from mess with tablet set,"['love', 'thi', 'tablet']",Positive,28,0.5574
16,0,8,0,2016-12-25T00:00:00.000Z,wish it wa easier to understand set up so child dont accid charg to my account,"['difficult', 'to', 'learn', 'how', 'to', 'play', 'some', 'of', 'the', 'game']",Neutral,16,0.6705
19,0,11,0,2016-10-18T00:00:00.000Z,i want to get someth nice for my wife and thi did the trick ill get flower next time,"['wife', 'love', 'it']",Positive,19,0.0258
5,0,1,1,2017-12-15T00:00:00.000Z,i like thi smart machin and will recommend to my friend,"['awesom', 'machin']",Positive,11,0.872
19,0,11,0,2017-03-10T00:00:00.000Z,a gift he love it wa a reason price thk,"['amazon', 'fire', 'tablet']",Positive,10,0.7964
2,0,10,0,2016-12-23T00:00:00.000Z,got thi thing around black friday and onli paid about 50 someth buck awesom equip you can actual stream the web veri glad i bought it cant believ it so inexpens,"['great', 'product']",Positive,31,0.4588
20,0,16,3,2017-01-27T00:00:00.000Z,it is difficult to understand the instruct i am still work on it,"['can', 'it', 'be', 'use', 'with', 'the', 'librari']",Neutral,13,-0.3612
5,0,1,1,2017-12-23T00:00:00.000Z,great christma gift the hubbi love it just read the manual befor set up,"['good', 'product']",Positive,14,0.9042
2,0,10,0,2017-05-12T00:00:00.000Z,great for game and read price wa great great batteri life well worth the money,"['great', 'for', 'game', 'and', 'read']",Positive,15,0.946
19,0,11,0,2016-07-26T00:00:00.000Z,here are my pro and con thu farproperfect size for ebook and web surf to allevi strain on the eye from my 5 phone displaynic sturdi case that give it a nice heft but still weigh in a one of the lighter tablet on the marketchild account amazon allow you to set up thi tablet with age restrict access for kid make thi a low cost piec of tech that is perfect for school kid and allow mom and dad to ration the amount of time lil johnni can play clash of clan and how much he can hit the ol visa card forbatteri life thu far wife wa on it for about 5 hour last night and batteri wa at about 46kindl integr thi goe without say but have my ebook and audibl book sync to the tablet is awesom and my kindl book look great,"['great', 'to', 'use', 'and', 'handi']",Positive,147,0.9371
2,0,10,0,2016-12-31T00:00:00.000Z,i brought thi tablet dure the black friday sale fast forward to christma when my 6 year open it he wa happi i set it up for him two day later it crash never came back on blank screen he wa disappoint and so wa i,"['poor', 'qualiti', 'tablet']",Negative,46,-0.6597
16,0,8,0,2016-12-14T00:00:00.000Z,i realli like that my child is engag with all of the differ app we have download,"['great', 'for', 'keep', 'kid', 'entertain']",Positive,17,0.3612
13,0,9,0,2017-01-23T00:00:00.000Z,thi is the 3rd one ive purchas ive bought one for all of my niec no other case compar to thi one it ha held protect the tablet so mani time from them drop it,"['veri', 'durabl']",Positive,35,0.1779
2,0,10,0,2017-03-17T00:00:00.000Z,i love amazon fire hd8 it is so easi to use and perfect for read book on or cruis social medium i love that it ha alexa includ on it,"['love', 'it']",Positive,30,0.93
9,0,2,1,2018-04-29T00:00:00.000Z,thi ha been perfect for the kitchen it play music i can sing along with the word on the screen love that alexa also allow for multipl timer set when cook,"['alexa', 'is', 'great']",Positive,31,0.9274
5,0,1,1,2018-01-13T00:00:00.000Z,love the concept and how i can make my whole hous a smart hous,['good'],Positive,14,0.7845
13,0,9,0,2016-05-20T00:00:00.000Z,if read is what you do the most with your tablet thi is good choic,"['great', 'eread']",Positive,15,0.4404
9,0,2,1,2017-12-28T00:00:00.000Z,not a veri respons program veri limit inform program not user friendli,"['alexa', 'echo']",Negative,12,0.0
9,0,2,1,2017-12-01T00:00:00.000Z,thi amazon echo is veri user friendli and provid hour of entertain with anyth from recip news video and amazon music with the lyric is like have your own karaok,"['echo', 'is', 'the', 'best', 'love', 'alexa']",Positive,30,0.7351
17,0,13,0,2017-01-23T00:00:00.000Z,give thi product a 10 ton of great learn program,"['great', 'tablet']",Positive,10,0.6249
9,0,6,1,2017-11-20T00:00:00.000Z,i upgrad from echo and have no regret i didnt like design from day 1 but after mount on the wall the screen look good i like it more then i except it much easier for reorder or shop on amazon,['excel'],Positive,41,0.9179
20,0,16,3,2018-05-01T00:00:00.000Z,my husband love thi kindl he ha a muscular diseas keep him from be abl to handl anyth with much weight at all thi is perfect,"['compact', 'and', 'light']",Positive,26,0.8834
2,0,10,0,2017-01-18T00:00:00.000Z,seem to work well screen qualiti is good like the size,"['amazon', 'fire', 'hd8', 'tablet']",Positive,11,0.7579
13,0,9,0,2016-08-19T00:00:00.000Z,it an ok tablet becaus you need to have an amazon account in order to download free app,"['an', 'ok', 'tablet']",Neutral,18,0.7351
9,0,6,1,2017-09-11T00:00:00.000Z,if you use an echo you will love the echo show bought thi one for a rel after they experienc mine,['great'],Positive,21,0.6369
12,0,0,0,2017-06-21T00:00:00.000Z,my teenag love thi and use it daili weve also took it place with u and the sound is great,"['gift', 'for', 'my', 'daughter']",Positive,20,0.8519
5,0,1,1,2017-12-08T00:00:00.000Z,saw echo dot at my parent had to have one then i saw the plu it wa so easi to set up love the the music steam love the light bulb that came with mine make my life so much easier when i donäôt have an empti hand guess what i went back and bought one for my sister for christma veri plea,"['so', 'easi', 'sound', 'great']",Positive,63,0.9401
12,0,0,0,2016-09-28T00:00:00.000Z,use it a a bluetooth speaker and love how i can use spotifi with itjust say alexa and ask for your favorit artist,"['the', 'best', 'of', 'both', 'bt', 'and', 'voic']",Positive,23,0.6369
9,0,6,1,2018-01-28T00:00:00.000Z,i didnt expect thi devic to be so diver unexpect surpris,"['love', 'it']",Positive,11,0.0
9,0,2,1,2018-02-08T00:00:00.000Z,purchas to stay in touch with famili while travel,"['mani', 'featur', 'in', 'advanc', 'technolog']",Positive,9,0.0
8,0,4,0,2016-08-16T00:00:00.000Z,great product for quickli charg your kindl,"['kindl', 'quick', 'charger']",Positive,7,0.6249
9,0,6,1,2018-01-17T00:00:00.000Z,thi is an awesom devic but it isnt life chang it is basic the same a the echo i dont use the video much,"['great', 'not', 'life', 'chang']",Positive,24,0.0
5,0,1,1,2018-01-15T00:00:00.000Z,veri easi to use distanc is sometim an issu for alexa hear at time,['awesom'],Positive,14,0.0
14,0,22,3,2017-07-29T00:00:00.000Z,i realli like the auto on off featur volum control could be more ergonom,"['great', 'upgrad', 'from', 'my', 'previou', 'tablet']",Positive,14,0.3612
2,0,10,0,2016-12-07T00:00:00.000Z,it may be cheap but thi is a great tablet and work awesom,"['great', 'tablet', 'for', 'the', 'price']",Positive,13,0.7684
5,0,1,1,2017-12-01T00:00:00.000Z,i love thi product and plan to expand my alexa and echo network,"['easi', 'high', 'tech', 'gadget']",Positive,13,0.7579
20,0,16,3,2017-10-06T00:00:00.000Z,veri good product and servic will refer a friend,"['veri', 'good', 'product', 'and', 'servic']",Positive,9,0.7269
16,0,8,0,2017-01-06T00:00:00.000Z,thi wa the first tablet we purchas for our kid and love it,"['great', 'for', 'younger', 'child']",Positive,13,0.6369
12,0,0,0,2016-10-08T00:00:00.000Z,i prefer spend the extra 70 or 80 to get the echo,"['it', 'ok', 'for', 'the', 'price']",Positive,12,0.0
12,0,0,0,2016-11-18T00:00:00.000Z,pretti cool kid love it alway ad thing to my groceri list i didnt want,['work'],Positive,15,0.7413
0,0,12,0,2017-03-20T00:00:00.000Z,great tablet for under 100 doe not have the highest spec but get the job done for lite tablet user,"['great', 'tablet', 'for', 'the', 'price']",Positive,20,0.3716
19,0,11,0,2017-01-16T00:00:00.000Z,bought thi tablet for my songreat batteri life ship fastgreat valu,"['great', 'tablet']",Positive,11,0.0
16,0,8,0,2016-11-29T00:00:00.000Z,i am so delight i purchas thi tablet for my toddler son pro the rubber case allow the tablet to take quit a beat which wa crucial for thi purchas anoth huge pro is that adult can use the tablet under their own signon which work like ani other tablet from the adult signon you can custom what your kid can watch screen time allow and add or remov app for them the price isnt bad compar to the price of adult tabletsconskind of bum i cant link my googl play app i purchas but i guess it make sen thi is not a googleandroid product the batteri life isnt all that great but the charger is fasti wish there wa a freez option that would prevent kid from hit the screen while watch netflix or other video highli recommend for anyon with young child you wont be disappoint,"['great', 'tablet', 'for', 'the', 'littl', 'one']",Positive,149,0.9234
5,0,1,1,2017-12-08T00:00:00.000Z,great product easier set up than anticip actual bought for my mother she love it,"['easi', 'set', 'up']",Positive,15,0.9022
16,0,8,0,2016-12-14T00:00:00.000Z,i bought thi for my young grand daughter to start teach her basic color and number she use it like a pro and we have a great varieti of teach game her parent just bought one for their hous have been use for a year and still work like new,"['thi', 'is', 'a', 'great', 'tablet', 'for', 'kid']",Positive,50,0.9081
5,0,1,1,2018-01-29T00:00:00.000Z,love it so far but i have a lot to learn yet my son love it also,"['veri', 'nice', 'and', 'fun']",Positive,17,0.8555
2,0,10,0,2017-01-23T00:00:00.000Z,simpli doe everyth i need thank youand silk work wonder,['excellect'],Positive,10,0.3612
12,0,0,0,2016-09-09T00:00:00.000Z,i use thi speaker daili and love the sound qualiti and it abil to be independ of my phonetablet unlik normal bluetooth speaker that requir your phone to play music even if they have the same sound qualiti,"['great', 'sound', 'and', 'versatil']",Positive,38,0.765
19,0,11,0,2017-03-16T00:00:00.000Z,i have not stop read on thi amazon fire love it,"['great', 'tabletread']",Positive,11,0.6584
9,0,6,1,2017-11-25T00:00:00.000Z,i resist get thi sinc i alreadi have two echo unit and one dot black friday gave me reason to buy one i love it twice a much a the regular echo the set up is faster and easier and i love the visual i use my shop list and to do list a lot and have it display and be abl to edit it without log into the app make it so much more worth it i may be get anoth,"['love', 'thi']",Positive,82,0.9281
20,0,16,3,2018-04-20T00:00:00.000Z,didnt know how much id use a kindl so went for the lower end im happi with it even if it a littl dark,"['great', 'for', 'the', 'price']",Positive,24,-0.296
9,0,2,1,2018-01-18T00:00:00.000Z,the amazon show is a great addit to the smart home easi to set up and to link up with a hub,"['great', 'product']",Positive,22,0.8176
19,0,11,0,2016-09-02T00:00:00.000Z,good devic my previou one wa inherit and ha a crack screen,"['all', 'i', 'need']",Positive,12,0.6486
9,0,2,1,2018-01-26T00:00:00.000Z,love thi just replac my old echo with thi one love alexa,"['love', 'alexa']",Positive,12,0.8555
5,0,1,1,2017-12-25T00:00:00.000Z,love it along with the fire stick work great work great with the voic,"['amazon', 'echo', 'plu']",Positive,14,0.9001
14,0,22,3,2017-07-02T00:00:00.000Z,veri satisfi use it daili while watch tv and other activit,['excel'],Positive,11,0.0
4,0,18,0,2017-03-11T00:00:00.000Z,purchas thi a a gift for my wife becaus her bn nook wa die she absolut love it especi sinc it doe so much more im now wait for my nook to start act up so that i have an excus to get a kindl for myself,"['wife', 'love', 'it']",Positive,47,0.4939
13,0,9,0,2017-01-16T00:00:00.000Z,thi is a great tablet there are thousand of book and movi and music to choos from the amazon store it is veri easi to navig,"['great', 'tablet']",Positive,26,0.7003
8,0,4,0,2016-12-10T00:00:00.000Z,love it best charger i ever bought quickli charg my kindl and my cell phone,"['great', 'charger']",Positive,15,0.8555
12,0,0,0,2017-06-21T00:00:00.000Z,for the price you should be abl to use a a speaker when talk on the phone i had to use my daughter beat pill for thi function therefor it not worth all the hype,"['not', 'what', 'i', 'expect']",Negative,35,-0.1695
2,0,10,0,2017-01-23T00:00:00.000Z,my son love it there are a lot of kid friendli app avail,"['great', 'for', 'child']",Positive,13,0.6369
9,0,6,1,2017-12-20T00:00:00.000Z,4 star onli becaus it s e is bing work great with arlo camera,"['love', 'it']",Positive,14,0.6249
16,0,8,0,2017-02-22T00:00:00.000Z,my daughter love it so easi to set up and keep everyth age appropri,"['great', 'tablet', 'for', 'kid']",Positive,14,0.6369
9,0,2,1,2017-11-30T00:00:00.000Z,i recommend is veri good and practic play music is veri good qualiti speaker i see video i love,"['echo', 'show']",Positive,19,0.9313
16,0,8,0,2017-04-09T00:00:00.000Z,thi is a great tablet for my 3 year old grandson the cover is great in that if he drop it it wont break great buy,"['great', 'tablet', 'for', 'my', 'grandson']",Positive,26,0.5867
5,0,1,1,2018-04-18T00:00:00.000Z,great devic but i notic base on the wifi connect that alexa can react slower at time especi when ask the devic to turn off bulb or ani smart devic,"['alexa', 'can', 'be', 'slow', 'at', 'time']",Positive,30,0.7269
20,0,16,3,2017-04-12T00:00:00.000Z,exactli what i wa look for size wise and function,['kindl'],Positive,10,0.4767
2,0,10,0,2017-03-31T00:00:00.000Z,love everyth about my kindl im a longterm amazon prime member,"['love', 'it']",Positive,11,0.7096
16,0,8,0,2017-03-25T00:00:00.000Z,the tablet is okay my daughter use it most of the time,['tablet'],Positive,12,0.2263
16,0,8,0,2017-01-28T00:00:00.000Z,i observ my 4 year old granddaught use thi tablet with ea she is abl to play some of the game and upload movi her mom had to put a secret password for the movi becaus she download some that you had to pay for,"['easi', 'use', 'for', 'a', '4', 'year', 'old']",Positive,45,0.25
7,0,21,0,2015-08-05T00:00:00.000Z,i bought thi a a gift i think it is pretti decent both qualiti and design,"['a', 'decent', 'gift']",Positive,16,0.4404
17,0,13,0,2017-01-16T00:00:00.000Z,my son love thi tablet it is easi for him to navig and extrem durabl,"['excel', 'tablet', 'for', 'a', 'toddler']",Positive,15,0.6369
12,0,0,0,2017-03-15T00:00:00.000Z,great devic i use it on a regular basi good invest,"['great', 'product']",Neutral,11,0.7906
9,0,6,1,2018-01-12T00:00:00.000Z,iäôv ask itquest and answer were unknown and could not help me,"['alexa', 'show']",Neutral,12,-0.3089
5,0,1,1,2018-01-20T00:00:00.000Z,great and fun almost like have someon in the room with you,"['super', 'cool', 'and', 'fun']",Positive,12,0.8627
2,0,10,0,2017-02-13T00:00:00.000Z,bought thi for my elderli mother who wa want the abil to read andor listen to book after a slow start get her go she is not tech savvi she is realli enjoy the versatil of thi tablet although it doe not have cellular data abil which she had no use for it give her the flexibl to connect to wireless network when she make her weekli casino visit,"['good', 'tablet']",Positive,69,0.3182
13,0,9,0,2017-01-05T00:00:00.000Z,purchas these for christma gift assum they were satisfactori becaus i didnt hear of need for return purchas a angel tree gift for preteen,"['great', 'gift']",Positive,24,0.7003
6,0,5,0,2016-04-15T00:00:00.000Z,the kindl voyag is definit the way to go i bought thi kindl to replac my 1st gener kindl becaus i want a more compact model and the 3g capabl thi one offer i am definit a fan,"['love', 'thi', 'kindl']",Positive,38,0.3818
12,0,0,0,2017-07-19T00:00:00.000Z,thi item wa veri easi to use from the veri begin and wa veri respons to my request and command i like the fact that you can also add other item to work with it,"['veri', 'respons', 'and', 'intuit']",Positive,35,0.3612
4,0,18,0,2017-02-03T00:00:00.000Z,video qualiti is veri good work well with amazon prime video and music no surpris there app are veri disappoint mani common app are not avail even though there are android version not bad if you have modest expect,"['good', 'but', 'could', 'be', 'much', 'better']",Positive,39,0.5647
19,0,11,0,2016-05-28T00:00:00.000Z,my daughter pick thi tablet after her hd fire batteri would no longer work the insur kick in and she pick thi one instead of the hd she want more memori for her music doe not use it to watch movi realli she love the blue color and is work just perfect for her,"['great', 'tablet']",Positive,54,0.6808
7,0,21,0,2014-10-24T00:00:00.000Z,i am extrem happi with my new kindl voyag the text is so sharp and crisp the imag look much better than on the kindl paperwhit the devic is extrem light and comfort to hold the adapt front light work great i have an ipad with the kindl app but the read experi is so much better on my kindl voyag that dont regret the purchas one bit,"['amaz', 'eread']",Positive,68,0.9103
6,0,5,0,2015-07-17T00:00:00.000Z,pricey ye for seriou reader and user of librari ebook completli worth it while noth beat a real book experi travel 4 day plu per week noth beat the portabl and abil to add from the librari or amazon on the fli never have to seek out light to read by a notic improv in the backlight except direct sun readabl not affect by polar sunglass great batteri life great build qualiti i expect it to last a long time onli upgrad a i lost my last kindl on the train,"['did', 'not', 'expect', 'such', 'an', 'improv']",Positive,91,0.8591
9,0,2,1,2018-01-17T00:00:00.000Z,veri easi to set up and use realli like the screen to view the item search for and to read inform about the search item,"['amazon', 'echo', 'show']",Positive,25,0.3612
9,0,6,1,2017-07-19T00:00:00.000Z,bought the echo show to add on all my smart wifi applianc wifi video doorbel smart tv sound bar wifi smart light wifi smart thermostat wifi secur camera system and so on,"['echo', 'show']",Positive,32,0.8689
17,0,13,0,2017-01-27T00:00:00.000Z,hey we bought thi for our 2 year old grandson and he love it veri easi to use and veri durabl,"['such', 'a', 'great', 'purchas']",Positive,21,0.6369
13,0,9,0,2016-10-22T00:00:00.000Z,i bought thi for my mom while she wa in rehab follow shoulder surgeri she love it i put sever book on it for her and she like the ea of use she doe not get on the comput and so i need it to be easi,"['good', 'for', 'read', 'and', 'internet']",Positive,47,0.7717
11,0,7,0,2016-09-17T00:00:00.000Z,the amazon kindl is light weight and easi to use,"['good', 'deal', 'for', 'the', 'price']",Positive,10,0.1779
9,0,2,1,2017-08-02T00:00:00.000Z,thi doe the same thing a the other echo but ha a screen the sound is compar to the echo which is good the screen is small not hd and not touch screen you onli can call other echo usersif you have an echo dont run out and buy you can do all on a laptop if you are look at an echo have the screen might be worth the extra buck,"['look', 'at', 'onli', 'if', 'you', 'are', 'a', 'new', 'echo', 'user']",Neutral,72,0.8519
1,0,13,0,2017-03-28T00:00:00.000Z,thi is the right devic to play with puzzl you can avoid samsungverizon constant advertis onli wish the batteri would last longer or charg faster,"['amazon', 'tablet']",Positive,25,0.4404
16,0,8,0,2017-03-15T00:00:00.000Z,i love that thi is a real adult tablet with kid program instal biggest downfal is that my son ha troubl switch from app to app otherwis id give it 5 star the pull up menu eat the bottom isnt veri respons to hi littl hand,"['work', 'well', 'and', 'kid', 'friendli']",Positive,46,0.8689
17,0,13,0,2017-04-18T00:00:00.000Z,my dauther love thi tablet is excel for a 3 year old child,"['great', 'tablet']",Positive,13,0.802
13,0,9,0,2016-12-31T00:00:00.000Z,i got thi tablet so i wouldnt have to pack up my laptop when i went to my boyfriend when i want to do my onlin class thi is perfect for that,"['good', 'tablet']",Positive,32,0.6124
2,0,10,0,2016-12-16T00:00:00.000Z,a famili member ha vision problem they had seenus the kindl of anoth famili member especi the abil to scale text thi devic will make it possibl to read which she ha had extrem difficulti do,"['a', 'gift', 'for', 'grandma']",Positive,36,0.4767
14,0,22,3,2016-09-02T00:00:00.000Z,a i age it difficult for me to see the smaller screen so when thi one came out i wa delight love play my game,"['wow', 'what', 'a', 'great', 'size', 'for', 'me']",Positive,25,0.8402
9,0,6,1,2017-12-28T00:00:00.000Z,the echo show screen is great it is help with recip music etc i use it to listen to music all the time i am hope someon in my famili get one soon so we can face time each other,"['i', 'realli', 'enjoy', 'the', 'echo', 'show']",Positive,40,0.8658
2,0,10,0,2017-03-15T00:00:00.000Z,thi wa a surpris when we open it up bright and color,"['easi', 'use']",Positive,12,0.4404
13,0,9,0,2016-06-17T00:00:00.000Z,cant beat the price it look and feel nicer than my samsung tablet i bought thi a a gift but i am think about get one for myself,"['amazon', 'fire', '7']",Positive,28,0.4404
12,0,0,0,2017-02-08T00:00:00.000Z,work realli well with echo and is realli neat and fun,['awesom'],Positive,11,0.8126
9,0,6,1,2018-01-13T00:00:00.000Z,i like it current it is the onli smart system with display it make it easier to talk to the devic my onli issu with it that it ha a slow processor,"['overal', 'great', 'product']",Positive,32,0.8555
16,0,8,0,2017-01-06T00:00:00.000Z,i look at multipl other brand some cheaper by 2040 buck thi is the onli one that guarante your kid cant break it for 2 year drink have spill on it it been drop thrown sat on and not a thing wrong with it,"['wouldnt', 'buy', 'ani', 'other', 'brand']",Positive,44,0.1164
2,0,10,0,2017-03-17T00:00:00.000Z,i love my fire hd8 i got it becaus my kindleth origin that my husband bought me die and the verizon tablet wasnt work great for me so i came down and the agent at store show me thi one there is a learn curv but it get better and take a while to learn but i love it,"['fire', 'hd8', 'tablet']",Positive,59,0.8382
5,0,1,1,2017-12-01T00:00:00.000Z,echo is nice but it could be better allow you to connect to anyth that is on your wifi network without have to buy sever differ hub,"['good', 'could', 'be', 'better']",Positive,27,0.7351
13,0,9,0,2016-05-13T00:00:00.000Z,use for pandora in an offic set set up with older system and speaker system work great,"['easi', 'setup']",Positive,17,0.6249
5,0,1,1,2018-01-17T00:00:00.000Z,thi wa a present for my husband who origin had ask for a radio for hi home offic he set it up rel quick and wa amaz at the sound qualiti he love the versatil and that he could have a specif radio station play or a random song a well a tell a joke etc it ha been fun for all of u and we are look into get the smaller dot for other room now he comment that he would never get rid of thi it veri fun and function the smart bulb is veri handi a well love it,"['alexa', 'rock']",Positive,102,0.9796
2,0,10,0,2017-03-17T00:00:00.000Z,my nephew love to play with my phone now a anyon who ha been around small human know they have an astound abil to perpetu have someth sticki on their hand howev if it a rare case where they dont they will probabl drop the devic from the lack of said stickum the kindel ha come to my rescu a it ha everyth they need to be entertain and best of all it lack the anxieti induc price tag for that moment when the kid demonstr murphi law in action,"['kid', 'friendli']",Positive,90,0.9612
17,0,13,0,2017-02-02T00:00:00.000Z,thi wa a christma present for the nephew work good he love it,"['work', 'good']",Positive,13,0.7964
17,0,13,0,2017-03-15T00:00:00.000Z,bought thi for my young granddaught it is so easi for her to use we can control the content she is learn her color and alphabet with the help of thi tablet lot of free content it wa easi to connect to the home wifi great batteri life,"['easi', 'to', 'use']",Positive,48,0.8779
2,0,10,0,2016-12-24T00:00:00.000Z,i start with the 7 littl brother and like it a lot so i decid to upgrad to the larger model i use it primarili a an eread and for some net surf and facebook the wifi work great and is readi to access and use dont buy thi unit if you want cell 4g access to the internet it is wifi onli frankli my cell phone take better pictur but that not what i realli want from the unit all in all a great reader with excel batteri life,"['an', 'excel', 'eread']",Positive,90,0.9477
1,0,13,0,2016-12-24T00:00:00.000Z,the last 2 model of kindl hdx 8 have been terribl we have purchas 2 of each model of kindl and up until the last 2 model they have been great last year had to be replac 7 or 8 time and for the same problem the slot for the sd card is defect i gave up and bought the newest model it shut complet down if you tri to plug it in to extern speaker and sometim it shut down for no reason it go back after the first of the year thi is go to be my last year for kindl unless they make them the same qualiti a befor phooey,"['not', 'impress', 'with', 'the', 'last', '2', 'kindl']",Negative,113,-0.296
0,0,12,0,2016-12-30T00:00:00.000Z,while the fire hd8 tablet certainli will not perform like some of the more expens unit for basic web surf email and especi shop on amazon web site thi tablet perform well although it will occasion freez while surf some site the screen resolut is what i would call adequ but not on par with other high resolut and far more expens tablet out thereoveral i am plea with thi tabletso far,"['not', 'fanci', 'but', 'it', 'will', 'get', 'the', 'job', 'done']",Positive,72,-0.0913
12,0,0,0,2016-07-29T00:00:00.000Z,good speaker 8 hour batteri good price excel qualiti in how it is made,"['good', 'speaker', 'for', 'good', 'price']",Positive,14,0.8316
16,0,8,0,2017-03-15T00:00:00.000Z,i purchas two for my grandchild they carri the kindl with them everywher they go great purchas,"['grandchild', 'love', 'it']",Positive,17,0.6249
16,0,8,0,2017-03-10T00:00:00.000Z,verifi purchasei got the kid version becaus thi is mainli for my toddler i know i know ye i did get thi for my toddler he is alway interest in the learn app we get on our phone for him so we figur thi would be perfect,"['great', 'tablet', 'for', 'toddler']",Positive,47,0.7717
20,0,16,3,2017-02-13T00:00:00.000Z,easi to use and navig purchas book is fast and simpl and i love the fact that i can password protect thi devic,"['great', 'eread', 'for', 'beginn']",Positive,23,0.7783
16,0,8,0,2017-01-27T00:00:00.000Z,my wife and i want our child to still enjoy the feel of have an ipad so we got the amazon fire kid edit it ha been awesom i love the way you can set limit on the tablet so theyr not glu to it all day long kid mode is extrem benefici,"['excel', 'for', 'child']",Positive,53,0.8555
18,0,19,0,2017-01-25T00:00:00.000Z,it a nice tablet for the basic use i need it for such a appl tv and kill time with game,"['great', 'tablet', 'for', 'great', 'price']",Positive,21,-0.4404
16,0,8,0,2017-05-19T00:00:00.000Z,i got thi for my 3 year old after he broke my tablet it is perfect for him i love that it come with all the game and app he ha drop it sever time and no issu,"['great', 'for', 'kid']",Positive,38,0.6369
16,0,8,0,2017-01-23T00:00:00.000Z,set up for kid right out of the box cant beat amazon warranti either thank for provid an outstand product,"['great', 'product']",Positive,20,0.2458
13,0,9,0,2016-09-26T00:00:00.000Z,exactli what we want from it someth to use the stream app when the tv is be use and want someth larger then your phone batteri last day and wa great purchas,"['perfect', 'stream', 'devic']",Positive,32,0.6908
19,0,11,0,2017-06-16T00:00:00.000Z,it work nice still seem like ancient techonolog compar to ani appl product,"['easi', 'to', 'use']",Positive,13,0.6486
11,0,7,0,2017-03-22T15:18:54.000Z,thi is a nice barebon read devic easi to set up and use my greatest issu is that it isnt back lit so it cant be use wo a light on in the room return it an purchas a paperwhit instead,"['easi', 'to', 'use', 'barebon', 'read', 'devic']",Positive,41,0.7906
17,0,13,0,2017-01-30T00:00:00.000Z,thi is excel for kid 37 the onli thing i dont like is it is difficult to go to kid web page by type in an web address onc you set up the kid profil plu it take away the easi access of the camera which the kid love i may have set it up wrong a it did not come with print instruct and i am not tech savvi thi item is extrem durabl and great fun for the kid,"['great', 'for', 'littl', 'kid']",Positive,81,0.8355
2,0,10,0,2016-12-24T00:00:00.000Z,veri user friendli and straight forward instruct great for all age,"['awesom', 'product']",Positive,11,0.7184
2,0,10,0,2017-01-20T00:00:00.000Z,love the 8 inch hd tablet great color on screen not cheapli built like some,"['excel', 'tablet']",Positive,15,0.8014
16,0,8,0,2017-05-15T00:00:00.000Z,it is a perfect gift for kid and great warranti,"['my', 'grandson', 'love', 'it']",Positive,10,0.8934
5,0,1,1,2018-01-13T00:00:00.000Z,love thi thing i have link it to my hue system and my fire tv i ask her and she doe it fun to play game also my wife wa sceptic but now she use it more than me,"['cool', 'stuff']",Positive,39,0.5023
16,0,8,0,2017-01-28T00:00:00.000Z,thi is the second one ive bought for my kid the each have their own tablet now a a parent i like that i can set limitssuch a screen time read video etc you can control everyth it can be educ aswel their is alot of educ app on the devic to download such a wikipediafarm almanac etc patent should look through and discov app with the kid to get full use of the tablet it continu to updat regularli,"['great', 'buy']",Positive,80,0.3612
16,0,8,0,2017-05-12T00:00:00.000Z,it doesnt get five star becaus there is an issu with the plug in for the charger it wont plug in all the way it stay loo and come out other than that it just with my grandson want it he love it,"['my', 'grandson', 'love', 'it']",Positive,43,0.6705
1,0,13,0,2017-01-23T00:00:00.000Z,i just love everi thing about it it awesom to read,"['better', 'then', 'my', 'first', 'kindl']",Positive,11,0.6369
7,0,21,0,2014-11-04T00:00:00.000Z,thi is so far the best kindl i have ever own i love the screen and the resolut on it the devic out perform all of the other e reader on the market,"['best', 'kindl', 'ever']",Positive,33,0.8646
5,0,1,1,2017-12-07T00:00:00.000Z,product work well and is fun to use i did a fair amount of research tri to decid between thi product and googl and the review tend to favor the echo i have no complaint,['fun'],Positive,35,0.8831
9,0,2,1,2017-12-16T00:00:00.000Z,we use thi a a monitor for the amazon cloud camera work great we tell it to show u the camera and boom thereäô the video feed super easi to link our echo plu and the echo dot with the show,"['great', 'product']",Positive,41,0.8658
